Elapsed_seconds	Tx-Mbps_[with_hdr]
0.00	0.00
0.50	0.00
1.00	0.00
1.50	0.00
2.00	0.00
2.50	0.00
3.00	0.00
3.50	0.00
4.00	0.00
4.50	0.00
5.00	0.00
5.50	0.00
6.00	0.00
6.50	0.00
7.00	0.00
7.50	0.00
8.00	0.00
8.50	0.00
9.00	0.00
9.50	0.00
10.00	0.00
10.50	0.00
11.00	0.00
11.50	0.00
12.00	0.00
12.50	0.00
13.00	0.00
13.50	0.00
14.00	0.00
14.50	0.00
15.00	0.00
15.50	0.00
16.00	0.00
16.50	0.00
17.00	0.00
17.50	0.00
18.00	0.00
18.50	0.00
19.00	0.00
19.50	0.00
20.00	0.00
20.50	0.00
21.00	0.00
21.50	0.00
22.00	0.00
22.50	0.00
23.00	0.00
23.50	0.00
24.00	0.00
24.50	0.00
25.00	0.01
25.50	0.00
26.00	0.00
26.50	0.00
27.00	0.00
27.50	0.00
28.00	0.00
28.50	0.00
29.00	0.00
29.50	0.00
30.00	0.00
30.50	0.00
31.00	0.00
31.50	0.00
32.00	0.00
32.50	0.00
33.00	0.00
33.50	0.00
34.00	0.00
34.50	0.00
35.00	0.00
35.50	0.00
36.00	0.00
36.50	0.00
37.00	0.00
37.50	0.00
38.00	0.00
38.50	0.00
39.00	0.00
39.50	0.00
40.00	0.00
40.50	0.00
41.00	0.00
41.50	0.00
42.00	0.00
42.50	0.00
43.00	0.00
43.50	0.00
44.00	0.00
44.50	0.00
45.00	0.00
45.50	0.00
46.00	0.00
46.50	0.00
47.00	0.00
47.50	0.00
48.00	0.00
48.50	0.00
49.00	0.00
49.50	0.00
50.00	0.00
50.50	0.00
51.00	0.00
51.50	0.00
52.00	0.00
52.50	0.00
53.00	0.00
53.50	0.00
54.00	0.00
54.50	0.00
55.00	0.00
55.50	0.00
56.00	0.00
56.50	0.00
57.00	0.00
57.50	0.00
58.00	0.00
58.50	0.00
59.00	0.00
59.50	0.00
60.00	0.00
60.50	0.00
61.00	0.00
61.50	1.03
62.00	1.24
62.50	1.24
63.00	1.16
63.50	1.10
64.00	1.09
64.50	0.80
65.00	0.00
65.50	0.00
66.00	0.00
66.50	0.00
67.00	0.00
67.50	0.00
68.00	0.00
68.50	0.00
69.00	0.00
69.50	0.00
70.00	0.00
70.50	0.00
71.00	0.00
71.50	0.00
72.00	0.00
72.50	0.00
73.00	0.00
73.50	0.00
74.00	0.00
74.50	0.00
75.00	0.00
75.50	0.00
76.00	0.00
76.50	0.00
77.00	0.00
77.50	0.00
78.00	0.00
78.50	0.00
79.00	0.00
79.50	0.00
80.00	0.00
80.50	0.00
81.00	0.00
81.50	0.00
82.00	0.00
82.50	0.00
83.00	0.00
83.50	0.00
84.00	0.00
84.50	0.00
85.00	0.00
85.50	0.00
86.00	0.00
86.50	0.00
87.00	0.00
87.50	0.00
88.00	0.00
88.50	0.00
89.00	0.00
89.50	0.00
90.00	0.00
90.50	0.00
91.00	0.00
91.50	0.00
92.00	0.00
92.50	0.00
93.00	0.00
93.50	0.00
94.00	0.00
94.50	0.00
95.00	0.00
95.50	0.00
96.00	0.00
96.50	0.00
97.00	0.00
97.50	0.00
98.00	0.00
98.50	0.00
99.00	0.00
99.50	0.00
100.00	0.00
100.50	0.00
101.00	0.00
101.50	0.00
102.00	0.00
102.50	0.00
103.00	0.00
103.50	0.00
104.00	0.00
104.50	0.00
105.00	0.00
105.50	0.00
106.00	0.00
106.50	0.00
107.00	0.00
107.50	0.00
108.00	0.00
108.50	0.00
109.00	0.00
109.50	0.00
110.00	0.00
110.50	0.00
111.00	0.00
111.50	0.00
112.00	0.00
112.50	0.00
113.00	0.00
113.50	0.00
114.00	0.00
114.50	0.00
115.00	0.00
115.50	0.00
116.00	0.00
116.50	0.00
117.00	0.00
117.50	0.00
118.00	0.00
118.50	0.00
119.00	0.00
119.50	0.00
120.00	0.00
120.50	0.00
121.00	0.00
121.50	0.00
122.00	0.00
122.50	0.00
123.00	0.00
123.50	0.00
124.00	0.00
124.50	0.00
125.00	0.00
125.50	0.01
126.00	0.00
126.50	0.00
127.00	0.00
127.50	0.00
128.00	0.00
128.50	0.00
129.00	0.00
129.50	0.00
130.00	0.00
130.50	0.00
131.00	0.00
131.50	0.00
132.00	0.00
132.50	0.00
133.00	0.00
133.50	0.00
134.00	0.00
134.50	0.00
135.00	0.00
135.50	0.00
136.00	0.00
136.50	0.00
137.00	0.00
137.50	0.00
138.00	0.00
138.50	0.00
139.00	0.00
139.50	0.00
140.00	0.00
140.50	0.00
141.00	0.00
141.50	0.00
142.00	0.00
142.50	0.00
143.00	0.00
143.50	0.00
144.00	0.00
144.50	0.00
145.00	0.00
145.50	0.00
146.00	0.00
146.50	0.00
147.00	0.00
147.50	0.00
148.00	0.00
148.50	0.00
149.00	0.00
149.50	0.00
150.00	0.00
150.50	0.00
151.00	0.00
151.50	0.00
152.00	0.00
152.50	0.00
153.00	0.00
153.50	0.00
154.00	0.00
154.50	0.00
155.00	0.00
155.50	0.00
156.00	0.00
156.50	0.00
157.00	0.00
157.50	0.00
158.00	0.00
158.50	0.00
159.00	0.00
159.50	0.00
160.00	0.00
160.50	0.00
161.00	0.00
161.50	0.00
162.00	0.00
162.50	0.00
163.00	0.00
163.50	0.00
164.00	0.00
164.50	0.00
165.00	0.00
165.50	0.00
166.00	0.00
166.50	0.00
167.00	0.00
167.50	0.00
168.00	0.00
168.50	0.00
169.00	0.00
169.50	0.00
170.00	0.00
170.50	0.00
171.00	0.00
171.50	0.00
172.00	0.00
172.50	0.00
173.00	0.00
173.50	0.00
174.00	0.00
174.50	0.00
175.00	0.00
175.50	0.00
176.00	0.00
176.50	0.00
177.00	0.00
177.50	0.00
178.00	0.00
178.50	0.00
179.00	0.00
179.50	0.00
180.00	0.00
180.50	0.00
181.00	0.00
181.50	0.00
182.00	0.00
182.50	0.00
183.00	0.00
183.50	0.00
184.00	0.00
184.50	0.00
185.00	0.00
185.50	1002.50
186.00	5027.99
186.50	5021.67
187.00	5022.18
187.50	5022.46
188.00	5022.68
188.50	5022.50
189.00	5022.59
189.50	5023.25
190.00	5023.33
190.50	5023.20
191.00	5023.19
191.50	5023.63
192.00	5023.14
192.50	5019.41
193.00	5023.55
193.50	5023.62
194.00	5023.55
194.50	5023.68
195.00	5023.72
195.50	5023.53
196.00	5023.72
196.50	5023.63
197.00	5022.96
197.50	5023.54
198.00	5023.37
198.50	5023.39
199.00	5023.43
199.50	5023.32
200.00	5023.20
200.50	5023.63
201.00	5023.63
201.50	5023.26
202.00	5023.05
202.50	5023.42
203.00	5023.71
203.50	5023.68
204.00	5023.57
204.50	5023.79
205.00	5023.39
205.50	5023.33
206.00	5023.50
206.50	5023.40
207.00	5023.35
207.50	5023.18
208.00	5023.42
208.50	5022.96
209.00	5023.63
209.50	5023.26
210.00	5023.57
210.50	5023.48
211.00	5023.49
211.50	5023.68
212.00	5023.58
212.50	5023.76
213.00	5023.78
213.50	5023.46
214.00	5023.79
214.50	5023.56
215.00	5023.92
215.50	7639.08
216.00	17638.37
216.50	17618.86
217.00	17635.69
217.50	17636.17
218.00	17637.02
218.50	17637.01
219.00	17636.42
219.50	17637.14
220.00	17635.91
220.50	17641.75
221.00	17637.25
221.50	17636.31
222.00	17635.90
222.50	17636.41
223.00	17639.31
223.50	17632.45
224.00	17634.10
224.50	17638.70
225.00	17636.03
225.50	17635.15
226.00	17627.65
226.50	17621.80
227.00	17638.22
227.50	17635.23
228.00	17637.04
228.50	17636.75
229.00	17635.79
229.50	17635.81
230.00	17635.42
230.50	17637.51
231.00	17639.95
231.50	17637.09
232.00	17637.69
232.50	17643.01
233.00	17636.72
233.50	17634.13
234.00	17637.63
234.50	17638.88
235.00	17640.77
235.50	17632.62
236.00	17633.03
236.50	17618.70
237.00	17638.95
237.50	17636.34
238.00	17640.49
238.50	17639.85
239.00	17638.58
239.50	17636.08
240.00	17638.76
240.50	17635.11
241.00	17637.50
241.50	17634.05
242.00	17638.45
242.50	17637.94
243.00	17634.93
243.50	17632.33
244.00	17637.88
244.50	17638.98
245.00	17636.67
245.50	15018.68
246.00	5023.20
246.50	5023.09
247.00	5023.58
247.50	5023.41
248.00	5023.63
248.50	5023.43
249.00	5023.39
249.50	5022.62
250.00	5023.18
250.50	5022.89
251.00	5023.06
251.50	5022.91
252.00	5023.11
252.50	5023.08
253.00	5023.19
253.50	5023.17
254.00	5023.25
254.50	5022.83
255.00	5023.48
255.50	5023.49
256.00	5023.49
256.50	5023.48
257.00	5023.55
257.50	5023.53
258.00	5023.43
258.50	5023.15
259.00	5023.39
259.50	5023.34
260.00	5023.20
260.50	5022.82
261.00	5023.29
261.50	5023.46
262.00	5023.57
262.50	5023.47
263.00	5023.41
263.50	5023.57
264.00	5023.94
264.50	5023.89
265.00	5023.84
265.50	5023.34
266.00	5024.06
266.50	5023.27
267.00	5023.76
267.50	5024.00
268.00	5023.48
268.50	5023.34
269.00	5022.75
269.50	5023.40
270.00	5023.36
270.50	5022.24
271.00	5022.78
271.50	5023.03
272.00	5023.19
272.50	5023.21
273.00	5022.96
273.50	5023.20
274.00	5023.40
274.50	5023.15
275.00	5023.67
275.50	7639.03
276.00	17633.72
276.50	17614.85
277.00	17635.58
277.50	17634.72
278.00	17632.72
278.50	17633.46
279.00	17633.32
279.50	17635.20
280.00	17634.23
280.50	17633.02
281.00	17634.18
281.50	17633.41
282.00	17635.66
282.50	17634.64
283.00	17631.50
283.50	17637.38
284.00	17633.69
284.50	17635.04
285.00	17634.93
285.50	17635.12
286.00	17630.44
286.50	17610.50
287.00	17635.29
287.50	17635.34
288.00	17634.22
288.50	17633.38
289.00	17635.36
289.50	17635.01
290.00	17632.06
290.50	17633.20
291.00	17635.77
291.50	17633.34
292.00	17633.47
292.50	17635.63
293.00	17638.19
293.50	17633.45
294.00	17633.35
294.50	17634.71
295.00	17634.49
295.50	17632.07
296.00	17635.78
296.50	17607.55
297.00	17634.86
297.50	17628.61
298.00	17631.88
298.50	17634.53
299.00	17634.92
299.50	17637.13
300.00	17634.54
300.50	17635.72
301.00	17632.35
301.50	17633.76
302.00	17635.95
302.50	17633.80
303.00	17631.80
303.50	17628.71
304.00	17636.45
304.50	17635.97
305.00	17629.95
305.50	15014.87
306.00	1666.52
306.50	0.00
307.00	0.00
307.50	0.00
308.00	0.00
308.50	0.00
309.00	0.00
309.50	0.00
310.00	0.00
310.50	0.00
311.00	0.00
311.50	0.00
312.00	0.00
312.50	0.00
313.00	0.00
313.50	0.00
314.00	0.00
314.50	0.00
315.00	0.00
315.50	0.00
316.00	0.00
316.50	0.00
317.00	0.00
317.50	0.00
318.00	0.00
318.50	0.00
319.00	0.00
319.50	0.00
320.00	0.00
320.50	0.00
321.00	0.00
321.50	0.00
322.00	0.00
322.50	0.00
